"","dateTime8601","Instrument","Action","Station","Cast","Latitude","Longitude","Comment","Cruise"
"1020","2018-07-25 09:39:54+00:00","ADCP75","stop","","",41.470217,-71.409267,"In Narragansett Bay near end of cruise","EN617"
"1021","2018-07-25 09:40:33+00:00","UHDAS for both ADCPs","stop","","",41.471717,-71.4092,"In Narragansett Bay near end of cruise","EN617"
"1022","2018-07-25 10:10:00+00:00","Echosounder12","stop","","",41.50425,-71.412917,"Docked at GSO","EN617"
"1023","2018-07-25 12:15:00+00:00","Ship","endCruise","","",41.492233,-71.41875,"","EN617"
"1024","2020-07-24 14:22:43+00:00","Other","other","","",41.4922,-71.4187,"OS75 KHz ADCP deck unit arrived from UAF Alaska on Endeavor ~1415z (1015L)","EN655"
"1025","2020-07-24 20:56:00+00:00","SUNAV2","sync time","","",41.4922,-71.4187,"","EN655"
"1026","2020-07-25 11:50:59+00:00","MeteorologicalSensor","other","","",41.4922,-71.4187,"Met sensors remain running and logging as usual","EN655"
"1027","2020-07-25 11:51:00+00:00","MeteorologicalSensor","start","","",41.4922,-71.4187,"Met sensors remain running and logging.","EN655"
"1028","2020-07-25 11:52:13+00:00","Echosounder12","start","","",41.4922,-71.4187,"Start 12 KHz before leaving dock","EN655"
"1029","2020-07-25 12:04:02+00:00","Ship","startCruise","","",41.4922,-71.4184,"Last line removed from dock","EN655"
"1030","2020-07-25 12:31:37+00:00","UHDAS for both ADCPs","stop","","",41.4497,-71.4117,"in Narragansett Bay","EN655"
"1031","2020-07-25 12:31:38+00:00","UHDAS for both ADCPs","start","","",41.4497,-71.4117,"Start recording","EN655"
"1032","2020-07-25 12:32:52+00:00","ADCP300","start","","",41.4476,-71.4115,"Start ADCP300","EN655"
"1033","2020-07-25 12:33:24+00:00","ADCP75","start","","",41.4455,-71.4115,"Start ADCP75","EN655"
"1034","2020-07-25 13:30:00+00:00","Thermosalinographs on underway impeller","start","","",41.3573,-71.249,"SBE45 continuously running and pumps started","EN655"
"1035","2020-07-25 13:41:43+00:00","Underway Science seawater impeller","stop","","",41.3401,-71.2077,"At mouth of Narragansett Bay. Pump (magnetic impeller pump) offand water valves closed to flow through system","EN655"
"1036","2020-07-25 13:41:45+00:00","Underway Science seawater impeller","start","","",41.3401,-71.2077,"Pump (magnetic impeller pump) on and water valves open to flow through system","EN655"
"1037","2020-07-25 13:49:13+00:00","Thermosalinographs on underway impeller","start","","",41.3291,-71.1799,"SBE21 thermosalinograph started","EN655"
"1038","2020-07-25 13:49:57+00:00","Fluorometers on underway impeller","start","","",41.3291,-71.1799,"","EN655"
"1039","2020-07-25 13:49:57+00:00","Fluorometers on underway impeller","stop","","",41.3291,-71.1799,"","EN655"
"1040","2020-07-25 14:00:00+00:00","Other","start","","",41.3145,-71.1462,"","EN655"
"1041","2020-07-25 14:13:45+00:00","Underway Science seawater diaphragm pump","start","","",41.2929,-71.1009,"Diaphragm pump on and water valves open to that flow through system","EN655"
"1042","2020-07-25 14:28:00+00:00","EIMS","start","","",41.2749,-71.0525,"","EN655"
"1043","2020-07-25 14:33:14+00:00","IFCB continuous","start","","",41.2673,-71.0319,"","EN655"
"1044","2020-07-25 15:45:46+00:00","CTD911","deploy","","1",41.203,-70.8803,"","EN655"
"1045","2020-07-25 16:19:57+00:00","Bongo Net","deploy","L1","B1",41.2021,-70.879,"","EN655"
"1046","2020-07-25 16:27:00+00:00","Bongo Net","recover","L1","B1",41.1997,-70.8768,"","EN655"
"1047","2020-07-25 16:32:08+00:00","Incubation C13","start","L1","001",41.1975,-70.875,"","EN655"
"1048","2020-07-25 16:49:57+00:00","Incubation Grazing","start","L1","001",41.1788,-70.8734,"","EN655"
"1049","2020-07-25 17:55:57+00:00","CTD911","deploy","","2",41.0303,-70.8797,"","EN655"
"1050","2020-07-25 18:10:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","L2","",41.0304,-70.8772,"L2 underway duplicates bottles 199 200","EN655"
"1051","2020-07-25 18:22:57+00:00","Bongo Net","deploy","L2","B2",41.0298,-70.8748,"","EN655"
"1052","2020-07-25 18:31:00+00:00","Bongo Net","recover","L2","B2",41.0291,-70.8699,"","EN655"
"1053","2020-07-25 18:40:00+00:00","Incubation C13","start","L2","002",41.0298,-70.8662,"","EN655"
"1054","2020-07-25 18:59:59+00:00","Incubation Grazing","start","L2","002",41.0326,-70.8832,"","EN655"
"1055","2020-07-25 19:30:14+00:00","Sting Ray","deploy towed","L2","1",41.025,-70.8782,"","EN655"
"1056","2020-07-25 20:48:00+00:00","Underway Science seawater impeller","chl discrete","","",40.9574,-70.8799,"","EN655"
"1057","2020-07-25 20:52:17+00:00","Sting Ray","recover","","",40.9555,-70.8808,"recover near L2.5","EN655"
"1058","2020-07-25 21:37:37+00:00","CTD911","deploy","","3",40.8612,-70.8828,"","EN655"
"1059","2020-07-25 22:08:57+00:00","Bongo Net","deploy","L3","B3",40.8478,-70.8811,"","EN655"
"1060","2020-07-25 22:24:57+00:00","Bongo Net","recover","L3","B3",40.8403,-70.8809,"","EN655"
"1061","2020-07-25 23:15:49+00:00","SUNAV2","sync time","","",40.9591,-70.8867,"","EN655"
"1062","2020-07-26 00:25:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","L6 pass","",41.0524,-70.801,"bottle 139","EN655"
"1063","2020-07-26 01:01:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0693,-70.6964,"","EN655"
"1064","2020-07-26 01:12:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","u2b","",41.0691,-70.656,"","EN655"
"1065","2020-07-26 01:36:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","u2ab","",41.0691,-70.722,"","EN655"
"1066","2020-07-26 02:01:42+00:00","CTD911","deploy","","4",41.0682,-70.7709,"","EN655"
"1067","2020-07-26 02:42:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","L2u2a","",41.0694,-70.8344,"bottle 205","EN655"
"1068","2020-07-26 02:56:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","L2","",41.0688,-70.8851,"bottle 230","EN655"
"1069","2020-07-26 03:03:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0689,-70.9104,"","EN655"
"1070","2020-07-26 03:11:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","L2d2a","",41.069,-70.939,"bottle 293","EN655"
"1071","2020-07-26 03:28:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","d2a","",41.0691,-70.9965,"bottle 231","EN655"
"1072","2020-07-26 03:37:19+00:00","CTD911","deploy","","5",41.0682,-70.9934,"","EN655"
"1073","2020-07-26 04:07:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0696,-71.0336,"","EN655"
"1074","2020-07-26 04:26:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","d2b","",41.0697,-71.1028,"bottle 185","EN655"
"1075","2020-07-26 05:44:18+00:00","CTD911","deploy","","6",41.0678,-70.8825,"","EN655"
"1076","2020-07-26 08:34:27+00:00","Underway Science seawater diaphragm pump","IFCB discrete","","UW1",40.843,-70.8817,"run on both discretes","EN655"
"1077","2020-07-26 11:06:13+00:00","CTD911","deploy","","7",40.6959,-70.8809,"","EN655"
"1078","2020-07-26 11:32:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6892,-70.8794,"bottles 371 and 322 duplicates","EN655"
"1079","2020-07-26 11:53:57+00:00","Bongo Net","deploy","L4","B7",40.6978,-70.8814,"","EN655"
"1080","2020-07-26 12:02:57+00:00","Bongo Net","recover","L4","B7",40.6945,-70.8839,"","EN655"
"1081","2020-07-26 12:15:53+00:00","Incubation C13","start","L4","007",40.6898,-70.8858,"","EN655"
"1082","2020-07-26 12:20:00+00:00","Incubation Grazing","start","L4","007",40.69,-70.8863,"","EN655"
"1083","2020-07-26 13:17:00+00:00","Underway Science seawater impeller","chl discrete","","",40.6962,-70.7049,"","EN655"
"1084","2020-07-26 13:41:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","u4b","",40.6966,-70.675,"bottle 147","EN655"
